-4.6605,1.0428,-3.1245,-1.858,2.9399
-4.7985,-2.639,4.0856,0.05097,-4.2998
-4.8204,3.6554,-1.6031,-2.0169,4.6765
-4.7037,0.44674,1.903,-0.060709,-3.4461
-4.866,2.828,-2.7427,1.1117,-0.28812
-6.063,-4.4427,3.6486,-1.4816,-5.1647
-5.1942,0.94486,-1.3019,3.3306,1.1892
-4.9569,1.206,4.6658,3.5008,-1.6519
-5.4475,4.9636,4.8827,-2.0449,-4.2283
-5.4953,-2.855,3.9764,0.27211,-4.172
-4.4647,-3.1346,-3.7306,-1.1362,-1.9506
-5.2969,2.9575,-4.9012,-1.928,4.881
-4.9083,1.5141,-1.2029,3.0143,1.1297
-4.5432,-1.8238,1.7172,-3.8021,2.454
-4.8228,1.1357,-0.08634,-1.6596,4.0005
-5.0802,-3.977,1.5346,2.1546,-4.0989
-5.9468,-2.4014,4.757,1.4769,-4.8226
-6.7932,4.4813,-6.3168,-3.8919,6.7408
-4.6755,-1.1349,-3.7404,3.753,3.5615
-4.8381,1.0686,-3.748,0.10055,-3.0638
-5.0307,-2.5572,1.9276,-1.0839,4.3229
-5.0645,3.0583,0.61142,1.0056,-2.1413
-5.5744,3.3332,0.28936,-1.2141,1.5135
-5.2947,1.1106,-2.2724,2.9424,2.8847
-5.004,1.8764,-1.9371,-0.062023,1.5052
-4.8515,-2.8021,4.8125,2.7483,-4.3775
-4.8285,0.50313,0.31343,2.1979,2.1757
-5.8203,-0.80239,2.4621,2.5242,-2.9876
-5.748,-5.4495,1.7492,0.057687,1.7656
-5.1012,-0.6943,3.5689,1.4614,-4.0521
-5.3777,-3.5755,5.4011,3.062,1.2543
-5.1347,-2.2854,-4.8474,1.1167,4.0545
-4.7866,0.35516,-1.4541,1.2965,-4.0328
-5.6696,-4.0862,4.7299,-1.6127,-4.2424
-4.7632,3.4596,-4.5945,-0.84939,4.675
-4.9964,1.5924,-4.792,-3.3897,4.908
-5.7485,-3.9584,-0.92386,0.64909,3.5905
-4.7194,2.9948,-4.7444,-1.71,4.6742
-4.5388,0.52622,1.9808,-2.7083,-2.3907
-5.2432,-2.0234,3.9351,1.3744,-3.6435
-4.8961,1.4873,-1.9506,-2.5863,2.7331
-4.9664,-1.6648,0.38454,-0.29966,0.59773
-4.1227,0.16053,-0.49657,1.7833,2.8223
-5.1695,-0.82758,-4.0292,4.245,2.9475
-5.1438,-1.7863,-2.8161,1.3403,3.6449
-4.9428,-0.87865,-4.572,1.8367,4.3305
-5.0743,3.9662,-4.9986,-1.8863,-2.9475
-5.086,3.1535,-4.8114,3.2489,1.7844
-5.0203,2.5926,0.026832,2.0274,-3.1281
-5.3113,-0.45924,-0.078903,1.833,2.5342
-5.3501,-2.5875,-4.4979,3.4559,0.91196
-5.209,4.72,-4.6165,-0.32686,-0.19273
-4.4982,3.3409,2.3368,-0.32424,-2.623
-5.1235,2.7694,1.9032,-1.2713,-3.4792
-5.729,-4.8804,5.5815,1.957,-1.7823
-5.1804,-3.6729,3.5042,0.52384,4.6064
-6.279,-5.1392,5.7449,-2.2745,-2.736
-4.855,-3.4596,-4.0625,-0.39172,2.2729
-5.2794,1.0372,-1.2816,-1.0861,4.4415
-6.0833,-3.5063,-4.9785,0.8472,-2.3877
-5.2359,-4.217,2.005,1.5649,-3.0433
-5.0932,2.2347,-4.0611,-3.9309,5.4501
-4.6085,-0.26201,4.4304,2.1034,-4.5543
-5.0947,1.401,-0.325,-0.87638,4.3402
-4.6864,1.2873,3.3426,2.8131,-3.9507
-5.5961,-3.5078,5.3492,-0.10166,-5.0601
-4.8448,-3.2889,-4.3473,-1.9398,0.71617
-4.3595,0.10183,2.1409,2.9042,-2.087
-5.0467,0.46228,2.9933,3.211,-1.3332
-5.1363,5.5036,-0.10809,-0.21891,0.068654
-4.7034,-2.3806,4.7345,2.062,-4.1957
-5.9397,-3.2078,5.5445,4.0662,-5.6433
-4.982,3.1302,3.9243,-0.11335,-4.3187
-4.1533,2.4765,-3.7363,1.0335,3.8683
