-4.5647,-1.9753,-1.4139,0.77981
-4.6531,-4.2913,4.8604,-2.305
-5.0523,-3.1598,4.6419,-4.7915
-5.2934,4.1572,-5.4227,-2.7525
-4.5235,1.1718,4.0431,-4.173
-5.1902,-4.621,-1.705,4.4967
-5.0661,0.2939,-1.7969,-3.3865
-5.0576,2.6211,-2.6924,1.5799
-5.4429,-5.0432,-3.3209,3.745
-4.4994,2.7917,-3.9618,4.1605
-4.6836,-0.73644,-4.0132,4.2765
-5.0579,2.4924,-4.2209,4.6296
-4.5076,3.1356,-3.7442,1.0685
-4.4188,-2.5828,1.5273,-0.052814
-4.5921,0.085283,3.0986,-2.4358
-4.9589,-1.1155,4.0575,-1.6971
-5.0561,-4.1302,0.50803,-3.2253
-4.9137,-3.2763,3.6713,-3.8607
-4.4948,-4.0163,3.9347,-2.9488
-5.0422,-1.1887,1.8835,-1.9689
-5.4914,-1.2279,4.5936,-3.4291
-4.9212,0.24602,2.8589,-2.0696
-5.1302,0.98438,-4.1178,3.9225
-4.5154,3.452,-1.91,2.8445
-4.5374,0.60673,-3.6792,3.5505
-4.7727,-1.599,1.3539,-0.099881
-4.4623,1.508,2.9772,0.75617
-5.3995,-2.2936,3.5058,4.2475
-4.7518,-0.69862,3.8114,-4.1093
-4.4578,-3.6307,0.73198,-1.5744
-5.0344,5.0319,-3.3945,-0.31129
-4.2737,-2.1304,2.6096,-2.8605
-5.6759,2.5809,0.60221,0.16081
-4.5403,-1.6515,-3.085,-0.018725
-4.4254,-1.9564,4.4078,-3.0851
-4.6253,1.3531,2.2688,4.2408
-4.6294,-1.2201,1.4703,-1.4883
-4.9903,-0.086342,-1.9699,1.7498
-5.2005,-4.9217,-3.7161,-2.5729
-4.8827,1.2705,-1.8313,2.1821
-4.7878,-3.2517,4.6445,-4.3474
-4.8839,2.6168,-4.6541,3.3951
-5.3305,3.7559,-4.3329,4.806
-3.9998,-3.0548,-3.3776,1.1623
-4.8972,4.1695,3.2967,3.2463
-4.5114,-4.3305,-1.185,3.5466
-4.767,1.5156,-2.4999,2.5881
-5.1424,-3.7628,2.7597,4.3652
-4.8444,-2.5257,1.2911,2.3573
-4.6287,-2.4179,2.7775,-2.1821
-4.4986,1.6777,-3.689,3.6356
-5.0096,3.5701,-0.78301,2.1247
-4.5056,-0.84404,-1.8334,3.9148
-4.5877,1.4734,3.9689,-2.3321
-4.4996,-1.5524,2.3013,-2.3516
-4.3182,2.4574,1.6145,-0.75287
-5.5837,1.1388,-1.3276,1.6311
-5.8569,-4.4496,-5.3758,0.84908
-5.1654,-1.6512,5.0349,-0.88174
-4.6032,-0.010364,-0.58473,-0.82584
-5.3977,3.9046,-4.5871,3.3429
-5.1541,5.2694,-5.0322,-1.233
-5.2617,-0.21128,-3.3093,3.4846
-4.6136,0.81266,-1.6809,1.7108
-4.737,-1.5859,0.00010218,-1.0465
-6.9065,-3.1337,4.2834,-4.5885
-5.1816,-1.1845,4.4166,-4.8506
-6.289,4.3655,-5.8544,5.7661
-4.9227,2.0815,2.6284,-0.82295
-4.7114,1.3549,-3.0789,0.72531
-4.6622,0.70878,3.3357,-3.223
-4.1624,-1.7984,3.3164,-3.2871
-5.0541,-2.0749,4.5992,-4.6359
-5.1824,1.2755,4.8433,2.0192
-5.1263,0.25591,4.6303,3.8707
-4.5526,-0.55627,-2.7151,-0.26864
-4.4202,-2.325,3.7471,-3.6227
-5.3244,-3.9796,-0.64073,3.8054
-4.4713,3.1117,-2.4909,1.6931
-5.2597,-2.5537,4.8095,3.9046
-4.4912,1.1919,-3.3751,3.6013
-4.8938,-4.019,-0.42591,-2.0176
-4.2241,-0.041943,0.82082,2.8655
-4.4743,1.1158,-1.902,2.3609
-4.5713,2.354,-2.9937,-0.17997
-4.644,-0.079774,-2.5272,2.7943
-4.7572,2.5899,4.4553,-2.8392
-5.3541,2.8894,-4.8991,5.2597
-4.9361,-4.7959,3.9462,-3.471
-5.1072,5.0256,0.94813,-2.0143
-4.7595,0.50101,-3.7344,4.0139
-4.7372,4.8277,4.1119,-2.0484
-5.5381,-0.52258,3.8322,-3.7035
-4.7282,-1.6299,-3.2878,-3.2256
-5.0232,-0.57309,4.1282,-4.0562
-4.2776,-3.2217,-1.2005,-4.036
-5.2344,2.5137,4.0254,-3.3713
-4.9178,-4.0872,4.9598,-3.6209
-4.8706,0.03789,2.1188,-2.1549
-4.4684,-2.6614,2.4481,-3.3044
-4.7842,1.5561,1.5982,-3.1629
-4.6888,0.41584,-2.9712,3.5033
-4.4395,0.86819,-2.1674,-1.1924
-4.6249,-1.9217,3.8936,-3.909
-4.8629,2.2554,-4.474,-0.51224
-5.1603,4.8105,3.0123,-1.4046
-4.7075,0.45793,3.6867,-3.5979
-4.7414,-2.2983,-4.2943,2.4885
-5.4668,0.97416,2.6597,-1.4796
-5.7018,4.9397,3.4719,-3.8877
-4.5925,-4.3725,4.6183,-3.8605
-4.6688,0.10719,3.4851,-3.5882
-4.8949,-1.6557,-1.4024,0.94898
-6.0953,-4.5628,5.2569,-5.5132
-3.8851,-3.0164,3.0823,0.051462
-4.3005,3.6487,0.857,2.7354
-4.8371,1.4093,-2.0329,1.9084
-4.5578,-0.80451,2.1914,-2.2259
-4.9906,-3.1159,4.868,-4.1962
-6.3383,-4.8658,3.9807,-5.3275
-4.7056,0.21351,-4.5034,-4.1534
-4.9772,3.8422,-4.6184,4.8342
-4.4429,1.7022,-2.4,3.1184
-4.2786,2.3602,1.0592,3.3555
-4.8769,-2.0511,-0.17671,-1.3459
-4.6566,1.7265,-4.4194,4.3704
-4.4091,-4.3841,-1.779,2.0945
-4.5277,1.9129,-3.9678,4.153
-5.8724,0.9778,-5.5981,5.5388
-4.955,2.7329,-3.2791,3.9494
-5.2554,-0.18111,4.5552,-4.7068
-4.6691,-1.0589,-3.9623,3.9165
-4.4473,-1.2719,-0.31484,3.3811
-5.1157,2.3477,-1.2032,-1.7468
-4.7476,3.0818,-2.607,4.0977
-4.9029,-3.3495,4.9788,1.3412
-6.1247,-1.7375,3.5024,-2.9457
-4.945,-3.2071,2.8411,2.449
-4.6067,-0.61308,3.6777,-0.82006
-4.4997,1.5781,1.5062,-3.7365
-4.3864,-0.90054,2.6163,-2.9747
-4.2687,-1.5584,-0.33483,-2.5166
-5.9149,-4.1779,5.0703,-5.5161
-4.8898,-2.276,-1.8346,-2.9105
-4.4399,1.8663,-1.3418,0.1573
-5.0473,0.6474,2.109,-1.7867
-4.2424,-4.4642,-1.637,0.78546
-5.0324,-3.1085,4.4662,-4.7275
-4.9962,-3.1739,4.6474,-4.2068
-5.2555,1.9409,2.6839,-1.8025
-5.009,4.2695,3.7727,-0.090448
-4.6797,-0.096964,2.3281,-3.8523
-4.6331,-1.5977,4.0354,-4.3513
-4.6049,-4.6951,5.2486,-4.2947
-4.4402,0.73111,-2.8015,3.0921
-5.0956,0.50725,-1.5045,0.24866
-4.4812,-0.79464,1.5791,-1.7972
-5.2513,2.612,2.8007,1.389
-5.1805,2.7271,-3.9371,-2.8198
-4.4334,1.8198,-3.3694,3.5779
-5.7468,-4.7188,5.4064,-5.6232
-5.0833,1.7324,1.456,-4.3643
-5.0126,-0.051829,3.1697,-3.0737
-5.1956,-1.9632,3.5081,-3.118
-4.7914,4.1549,-4.9887,-1.5628
-4.3559,1.02,-0.065088,2.1963
-4.8847,-1.6692,3.342,3.1866
-4.4581,-2.2274,0.72718,-0.86992
-5.4903,-4.2146,5.3199,-4.7535
-5.7284,-4.4881,-4.5051,2.0022
-4.9103,-4.0704,3.3149,-3.4842
-5.2131,-2.981,2.82,-2.3832
-5.2323,4.9925,-2.3208,-3.6624
-4.4527,-0.91264,3.4976,-2.9492
-4.5091,-2.582,-1.2152,2.5759
-4.4223,-2.7915,-2.7773,1.9629
-4.9147,3.3197,-3.7583,4.6269
-4.389,-2.9861,4.3362,-1.3291
-4.3313,-2.7111,-0.16534,2.765
-4.6087,-3.089,4.1589,-4.0399
-5.033,-3.9061,3.1872,-4.5158
-4.7544,-1.092,0.2464,-1.7965
-4.7941,3.3729,-4.4079,0.061296
-4.8113,0.87757,-4.0838,4.3121
-4.5276,-0.63141,1.2242,0.31971
-5.2389,-2.4862,-4.6851,-2.5204
-4.2117,3.5625,-3.2957,1.8992
-4.2923,-2.0295,-3.7583,2.6187
-5.3111,3.2689,-4.9251,2.9674
-4.9869,-4.9238,-3.3773,-1.7141
-4.8164,3.0155,-3.4848,3.5338
-5.352,4.6799,-4.8936,0.23636
-4.6464,-0.092316,4.0819,-3.9848
-4.9747,2.6786,-4.7174,5.1439
-5.2742,1.7023,3.0189,-3.4561
-4.1873,0.23162,3.5513,-3.8355
-4.6502,-2.4316,4.5163,-4.4624
-4.6605,-3.4222,-3.6973,2.2249
-4.9406,2.3051,-4.4119,3.9746
-5.0256,-4.729,2.8955,-3.4837
-5.4795,4.6483,3.8765,-0.59813
-5.2778,-4.7438,-2.3474,-3.2592
-4.7576,-0.89856,-3.3362,3.8029
-4.125,-2.8366,3.8525,-2.9837
