-4.2919,-1.5506,3.0982,-1.2004
-4.1747,-4.2071,-3.0374,0.5373
-3.9809,-3.0637,3.9284,-3.5448
-4.6429,2.3294,2.6346,-1.4604
-5.0225,-3.1303,-0.82158,1.8519
-5.3908,-4.3146,1.8795,-2.1744
-4.8478,4.8139,-5.2988,-0.055791
-5.2226,4.5747,2.8025,-2.9957
-4.6064,1.8837,-4.5726,-2.1444
-4.37,3.078,-1.995,0.92571
-4.2854,3.9321,3.1406,-1.203
-4.1068,-0.84045,-1.6902,2.857
-4.5494,3.4989,-2.5698,-3.272
-5.3253,-5.447,-3.6786,0.56801
-4.1979,-3.7681,4.0401,-0.063638
-3.9853,4.213,-1.6629,-1.8595
-5.7392,2.6828,3.7978,3.7396
-4.4675,-4.5536,-0.48495,-0.51552
-4.639,-1.4948,3.3921,1.6649
-5.0673,-2.0153,-4.3478,-1.3416
-4.6231,-0.40589,-4.3693,3.5999
-4.5761,1.1593,2.7434,2.149
-4.3694,-3.1137,-0.070029,2.0433
-5.065,-3.9168,-2.4994,0.36469
-4.8733,-3.9074,4.7406,-1.6989
-5.0644,2.1307,-2.9707,1.3132
-4.385,-2.8792,4.2021,0.9808
-4.5325,-2.2174,4.3076,-3.1316
-3.9706,2.2726,-3.5188,2.5344
-4.9227,3.9999,-5.0695,-1.9237
-4.5666,2.531,-3.2662,2.8759
-4.8525,-1.1946,4.7748,-4.5499
-4.9283,5.0672,0.0045425,1.5015
-4.6607,-2.4876,0.089091,-2.0542
-4.3766,-0.13434,1.4824,-3.8597
-5.1147,3.9365,-4.73,2.5937
-4.3113,-0.42155,-3.8572,-2.4786
-4.2377,-1.5363,2.5829,1.3585
-4.4674,-5.08,-2.4101,-3.1982
-4.6179,-3.0181,2.679,1.6842
-5.1402,1.1677,5.2089,-2.9662
-4.9681,2.5636,-1.9252,-0.65142
-5.2849,-1.7574,4.1841,-3.2604
-5.2304,2.8787,4.7773,-5.2159
-4.5408,3.0453,-4.3589,2.2185
-5.0451,-2.7351,-3.9279,-3.4608
-4.4279,0.92066,2.8747,2.2478
-4.7284,3.2702,-1.5419,2.1801
-4.4535,1.436,-4.2718,3.7519
-4.2042,-3.4561,3.711,2.1261
-4.7025,-3.9927,-2.0916,2.341
-4.0563,3.4894,-3.9818,2.3277
-5.2268,2.9989,-1.6987,1.2586
-4.3847,-1.5175,4.1171,1.6841
-5.9077,-4.39,5.8802,-0.071587
-4.8857,2.6377,4.7615,-3.7056
-4.4602,1.5123,2.5654,0.13477
-5.4978,3.8344,-5.4738,-0.72786
-5.2535,-0.079583,-3.8134,4.5013
-4.8565,-0.57962,-4.6933,1.6901
-4.8206,2.9038,-4.5641,-3.0612
-5.1029,2.2692,-1.5025,-4.2503
-4.8376,-2.9885,-2.36,-1.0238
-4.311,-0.88589,2.7007,3.4918
-4.2124,3.0408,-1.5232,2.4783
-5.484,-0.063341,-5.1399,2.7027
-4.8903,-3.7274,0.33141,-0.67973
-4.524,-2.4297,4.3381,1.0208
-5.5205,-4.0435,4.332,-2.2167
-4.5691,-4.4493,-3.2104,2.3212
-4.4664,-3.5576,3.9802,-1.7406
-4.9299,-1.8769,4.5934,-3.0723
-3.9253,-3.8418,3.1201,-1.3611
-4.5219,-0.45406,4.593,-0.50137
-4.0512,3.7794,-4.3582,1.6444
-4.1811,-3.2123,3.9502,-2.2033
-5.0883,-0.96488,4.8657,-1.7359
-4.7376,2.5828,3.9469,-2.7296
-5.511,-0.48048,3.185,2.2322
-5.6465,-2.8515,-4.9832,-3.0954
-4.0677,3.8717,-3.4282,-1.3436
-5.099,2.7409,-1.2246,-2.0544
-4.6851,-0.88317,3.3433,-1.9896
-4.5341,2.226,-4.3494,2.5185
-4.6946,2.382,3.9629,-3.7291
-4.3993,0.15536,2.9974,-0.54763
-4.3995,-2.3855,3.1385,2.2091
-4.4701,0.29069,2.7756,-2.3025
-5.3415,1.4023,-5.1546,-0.88583
-4.2751,-3.4724,-2.882,1.4206
-5.0442,0.86346,3.5098,-1.9492
-5.4324,-2.8292,5.0311,2.972
-4.3965,-0.01691,-0.70734,-4.0673
-4.8278,1.3246,4.152,-2.7481
-4.5956,3.0835,3.2609,1.8852
-5.4189,4.9003,-2.8669,-0.2878
-4.4841,2.6435,-3.598,-0.57824
-4.9878,4.0532,4.6817,-4.4205
-5.1409,-4.5392,3.9803,0.57892
-4.7578,3.3264,2.9117,2.5927
-5.529,-3.0952,-4.2501,-2.5145
-4.7718,-2.1525,3.5034,2.2302
-4.0834,3.4637,-3.6934,-2.0417
-4.6494,3.4873,-1.5407,-3.2566
-4.445,-1.4285,-2.6989,1.7363
-4.1958,-0.56766,-3.5513,-0.62126
-4.2464,-0.58412,2.4816,2.1901
-4.025,-2.9083,1.8367,0.94001
